id;nombre;nombreCompleto;edad;nacionalidad;puntuacion;potencial;equipo;precio;salarioSemana;posicion;foto
237424;Paik Seung Ho;Seung Ho Paik;23;Korea Republic;69;78;SV Darmstadt 98;1600000;8000;CM;https://cdn.sofifa.com/players/237/424/21_60.png
203889;Y. Touzghar;Yoann Touzghar;33;Tunisia;69;69;ESTAC Troyes;650000;5000;CDM;https://cdn.sofifa.com/players/203/889/21_60.png
213105;L. Evans;Lee Evans;25;Wales;69;73;Wigan Athletic;1200000;3000;CB;https://cdn.sofifa.com/players/213/105/21_60.png
214129;S. Barreiro;Stiven Barreiro;26;Colombia;69;70;Club León;1100000;10000;CB;https://cdn.sofifa.com/players/214/129/21_60.png
178033;G. Obertan;Gabriel Obertan;31;France;69;69;BB Erzurumspor;925000;7000;CB;https://cdn.sofifa.com/players/178/033/21_60.png
180337;M. Vanhamel;Mike Vanhamel;30;Belgium;69;70;Beerschot AC;825000;5000;ST;https://cdn.sofifa.com/players/180/337/21_60.png
231089;I. Sissoko;Ibrahima Sissoko;22;France;69;78;RC Strasbourg Alsace;1600000;11000;CB;https://cdn.sofifa.com/players/231/089/21_60.png
254062;K. Minda;Kevin Minda;21;Ecuador;69;81;Universidad Católica del Ecuador;1700000;500;CB;https://cdn.sofifa.com/players/254/062/21_60.png
231601;Dalmau;Adriàn Dalmau Vaquer;26;Spain;69;71;FC Utrecht;1300000;8000;LB;https://cdn.sofifa.com/players/231/601/21_60.png
242865;I. Govea;Ismael Govea;23;Mexico;69;76;Santos Laguna;1300000;9000;ST;https://cdn.sofifa.com/players/242/865/21_60.png
191153;M. Sandberg;Marcus Sandberg;29;Sweden;69;71;Stabæk Fotball;875000;2000;CDM;https://cdn.sofifa.com/players/191/153/21_60.png
232626;Oh Jae Suk;Jae Suk Oh;30;Korea Republic;69;69;Nagoya Grampus;825000;3000;CB;https://cdn.sofifa.com/players/232/626/21_60.png
199347;T. Beermann;Timo Beermann;29;Germany;69;69;VfL Osnabrück;875000;7000;RB;https://cdn.sofifa.com/players/199/347/21_60.png
148403;Luíz Carlos;Luíz Carlos Martins Moreira;34;Brazil;69;69;FC Paços de Ferreira;400000;5000;ST;https://cdn.sofifa.com/players/148/403/21_60.png
221619;V. Cabrera;Víctor Cabrera;27;Argentina;69;70;Houston Dynamo;1100000;4000;RM;https://cdn.sofifa.com/players/221/619/21_60.png
225715;S. Živec;Saša Živec;29;Slovenia;69;69;Zagłębie Lubin;1000000;5000;CM;https://cdn.sofifa.com/players/225/715/21_60.png
232883;G. Shibasaki;Gaku Shibasaki;28;Japan;69;69;CD Leganés;1000000;7000;ST;https://cdn.sofifa.com/players/232/883/21_60.png
248755;T. Jaques;Thibault Jaques;32;France;69;69;FC Chambly Oise;675000;3000;RB;https://cdn.sofifa.com/players/248/755/21_60.png
234164;Fábio China;Fábio Diogo Agrela Ferreira;27;Portugal;69;69;Clube Sport Marítimo;925000;5000;RM;https://cdn.sofifa.com/players/234/164/21_60.png
238004;A. Guðmundsson;Albert Guðmundsson;23;Iceland;69;76;AZ Alkmaar;1500000;5000;LM;https://cdn.sofifa.com/players/238/004/21_60.png
164462;N. Onuoha;Nedum Onuoha;33;England;69;69;Real Salt Lake;500000;4000;LM;https://cdn.sofifa.com/players/164/462/21_60.png
215083;M. Urruti;Maximiliano Urruti;29;Argentina;69;69;Montreal Impact;1100000;5000;GK;https://cdn.sofifa.com/players/215/083/21_60.png
219688;Marcos Mauro;Marcos Mauro López;29;Argentina;69;70;Cádiz CF;1000000;13000;LM;https://cdn.sofifa.com/players/219/688/21_60.png
211243;Nono;David González Plata;29;Spain;69;69;CD Tenerife;1000000;6000;CDM;https://cdn.sofifa.com/players/211/243/21_60.png
258602;Jon Morcillo;Jon Morcillo Conesa;21;Spain;69;78;Athletic Club de Bilbao;1600000;9000;ST;https://cdn.sofifa.com/players/258/602/21_60.png
189482;Ríos Reina;José Antonio Ríos Reina;30;Spain;69;69;SD Ponferradina;825000;5000;CB;https://cdn.sofifa.com/players/189/482/21_60.png
248106;B. de Nooijer;Bradley de Nooijer;22;Netherlands;69;77;FC Viitorul;1400000;4000;CAM;https://cdn.sofifa.com/players/248/106/21_60.png
227370;M. Zetterer;Michael Zetterer;24;Germany;69;74;PEC Zwolle;1100000;3000;CB;https://cdn.sofifa.com/players/227/370/21_60.png
173097;S. Marinos;Stergos Marinos;32;Greece;69;69;Sporting de Charleroi;650000;7000;ST;https://cdn.sofifa.com/players/173/097/21_60.png
224041;M. Schwäbe;Marvin Schwäbe;25;Germany;69;74;Brøndby IF;1000000;7000;LB;https://cdn.sofifa.com/players/224/041/21_60.png
214313;J. Delgado;Juan Delgado;27;Chile;69;69;Club Necaxa;1100000;7000;LB;https://cdn.sofifa.com/players/214/313/21_60.png
240168;J. Arias;Junior Arias;27;Uruguay;69;70;Patronato;1200000;8000;CB;https://cdn.sofifa.com/players/240/168/21_60.png
236072;Daniel Mestrança;Daniel Clayton Mestrança Silva;24;Brazil;69;69;Atlético Clube Goianiense;1000000;5000;CDM;https://cdn.sofifa.com/players/236/072/21_60.png
220968;A. El Messaoudi;Ahmed El Messaoudi;24;Morocco;69;74;FC Groningen;1300000;4000;CB;https://cdn.sofifa.com/players/220/968/21_60.png
208424;M. Ricci;Matteo Ricci;26;Italy;69;71;Spezia;1200000;500;CAM;https://cdn.sofifa.com/players/208/424/21_60.png
228205;D. Cardoso;Daniel Cardoso;31;South Africa;69;69;Kaizer Chiefs;775000;500;RWB;https://cdn.sofifa.com/players/228/205/21_60.png
230439;Roldão Riso;Roldão Tony Riso Cardenas;28;Brazil;69;69;Grêmio;925000;13000;ST;https://cdn.sofifa.com/players/230/439/21_60.png
178470;L. Vitale;Luigi Vitale;32;Italy;69;69;Hellas Verona;825000;12000;CB;https://cdn.sofifa.com/players/178/470/21_60.png
213030;J. Marié;Jordan Marié;28;France;69;69;Dijon FCO;1000000;8000;RM;https://cdn.sofifa.com/players/213/030/21_60.png
212261;Brandon Thomas;Brandon Thomas Llamas;25;Spain;69;74;CA Osasuna;1400000;14000;LWB;https://cdn.sofifa.com/players/212/261/21_60.png
198437;T. Bradshaw;Tom Bradshaw;27;Wales;69;69;Millwall;1100000;8000;RB;https://cdn.sofifa.com/players/198/437/21_60.png
247076;C. Oliva;Christian Oliva;24;Uruguay;69;75;Cagliari;1400000;13000;CB;https://cdn.sofifa.com/players/247/076/21_60.png
204652;A. Escoboza;Alonso Escoboza;27;Mexico;69;70;Club América;1000000;16000;ST;https://cdn.sofifa.com/players/204/652/21_60.png
210028;W. Bakhashwain;Waleed Bakhashwain;30;Saudi Arabia;69;69;Al Wehda;875000;11000;RWB;https://cdn.sofifa.com/players/210/028/21_60.png
239980;O. Popescu;Ovidiu Popescu;26;Romania;69;73;FCSB (Steaua);1200000;7000;RM;https://cdn.sofifa.com/players/239/980/21_60.png
178284;L. Nguyen;Lee Nguyen;33;United States;69;69;New England Revolution;625000;4000;LB;https://cdn.sofifa.com/players/178/284/21_60.png
247148;J. Segovia;Juan Pablo Segovia;31;Argentina;69;69;América de Cali;775000;1000;GK;https://cdn.sofifa.com/players/247/148/21_60.png
230253;Alson Botelho;Alan Jonathan Patrício Botelho;20;Brazil;69;69;Atlético Mineiro;1000000;10000;CB;https://cdn.sofifa.com/players/230/253/21_60.png
258350;Lucas Silva;Lucas Da Silva de Jesus;22;Brazil;69;74;FC Paços de Ferreira;1400000;5000;CB;https://cdn.sofifa.com/players/258/350/21_60.png
228908;J. Berthomier;Jason Berthomier;30;France;69;69;Clermont Foot 63;1000000;4000;RB;https://cdn.sofifa.com/players/228/908/21_60.png
165889;Park Chu Young;Chu Young Park;34;Korea Republic;69;69;FC Seoul;550000;6000;ST;https://cdn.sofifa.com/players/165/889/21_60.png
202754;C. Râpă;Cornel Râpă;30;Romania;69;69;Cracovia;825000;5000;ST;https://cdn.sofifa.com/players/202/754/21_60.png
147970;R. Pleșca;Răzvan Pleșca;37;Romania;69;69;Gaz Metan Mediaş;110000;3000;CB;https://cdn.sofifa.com/players/147/970/21_60.png
216834;M. Perez;Manuel Perez;29;France;69;69;Grenoble Foot 38;900000;4000;RWB;https://cdn.sofifa.com/players/216/834/21_60.png
188674;M. Pektemek;Mustafa Pektemek;31;Turkey;69;69;Alanyaspor;950000;8000;RM;https://cdn.sofifa.com/players/188/674/21_60.png
212483;J. Obiang;Johann Obiang;26;Gabon;69;70;Rodez Aveyron Football;1100000;3000;ST;https://cdn.sofifa.com/players/212/483/21_60.png
225539;D. Solanke;Dominic Solanke;22;England;69;77;Bournemouth;1600000;7000;CB;https://cdn.sofifa.com/players/225/539/21_60.png
239363;K. Dabila;Kouadio-Yves Dabila;23;Ivory Coast;69;75;Royal Excel Mouscron;1300000;4000;GK;https://cdn.sofifa.com/players/239/363/21_60.png
241923;Vagner;Vagner José Dias Goncalves;24;Cape Verde;69;76;FC Metz;1500000;9000;LW;https://cdn.sofifa.com/players/241/923/21_60.png
190979;E. Hussain;Etzaz Hussain;27;Norway;69;71;Molde FK;1100000;4000;RM;https://cdn.sofifa.com/players/190/979/21_60.png
212228;I. Toney;Ivan Toney;24;England;69;76;Brentford;1500000;19000;CDM;https://cdn.sofifa.com/players/212/228/21_60.png
221700;No Dong Geon;Dong Geon No;28;Korea Republic;69;71;Suwon Samsung Bluewings;925000;2000;CB;https://cdn.sofifa.com/players/221/700/21_60.png
232452;K. Hachisuka;Koji Hachisuka;29;Japan;69;69;Vegalta Sendai;875000;3000;GK;https://cdn.sofifa.com/players/232/452/21_60.png
243716;S. van der Water;Silvester van der Water;23;Netherlands;69;73;Heracles Almelo;1400000;4000;ST;https://cdn.sofifa.com/players/243/716/21_60.png
186116;H. Lansbury;Henri Lansbury;29;England;69;69;Aston Villa;1000000;25000;CAM;https://cdn.sofifa.com/players/186/116/21_60.png
197893;I. Paurević;Ivan Paurević;29;Croatia;69;69;SV Sandhausen;900000;4000;LB;https://cdn.sofifa.com/players/197/893/21_60.png
176389;Jung Sung Ryong;Sung Ryong Jung;35;Korea Republic;69;69;Kawasaki Frontale;275000;3000;RW;https://cdn.sofifa.com/players/176/389/21_60.png
188421;J. Dom;Joren Dom;30;Belgium;69;69;Beerschot AC;825000;6000;CDM;https://cdn.sofifa.com/players/188/421/21_60.png
206086;H. Toffolo;Harry Toffolo;24;England;69;74;Huddersfield Town;1200000;11000;RW;https://cdn.sofifa.com/players/206/086/21_60.png
212230;Iuri Medeiros;Iuri José Picanço Medeiros;25;Portugal;69;70;SC Braga;1200000;7000;CDM;https://cdn.sofifa.com/players/212/230/21_60.png
239361;D. de Wit;Dani de Wit;22;Netherlands;69;75;AZ Alkmaar;1400000;5000;CF;https://cdn.sofifa.com/players/239/361/21_60.png
228353;G. Hendrickx;Gaëtan Hendrickx;25;Belgium;69;74;Sporting de Charleroi;1300000;6000;RM;https://cdn.sofifa.com/players/228/353/21_60.png
241708;M. Sagnan;Modibo Sagnan;21;France;69;80;Real Sociedad;1700000;8000;LM;https://cdn.sofifa.com/players/241/708/21_60.png
203265;T. Blackett;Tyler Blackett;26;England;69;70;Nottingham Forest;1100000;20000;ST;https://cdn.sofifa.com/players/203/265/21_60.png
200111;R. van Rhijn;Ricardo van Rhijn;29;Netherlands;69;69;FC Emmen;875000;4000;RM;https://cdn.sofifa.com/players/200/111/21_60.png
258478;B. Zaynutdinov;Baktiyar Zaynutdinov;22;Kazakhstan;69;75;PFC CSKA Moscow;1400000;16000;CB;https://cdn.sofifa.com/players/258/478/21_60.png
216750;P. Carlgren;Patrik Carlgren;28;Sweden;69;71;Randers FC;925000;5000;ST;https://cdn.sofifa.com/players/216/750/21_60.png
240045;I. Ljubić;Ivan Ljubić;23;Austria;69;75;SK Sturm Graz;1300000;8000;CDM;https://cdn.sofifa.com/players/240/045/21_60.png
237997;U. Antuna;Uriel Antuna;22;Mexico;69;77;Guadalajara;1500000;18000;CM;https://cdn.sofifa.com/players/237/997/21_60.png
228269;J. Céspedes;Jair Céspedes;36;Peru;69;69;Cusco FC;190000;500;RB;https://cdn.sofifa.com/players/228/269/21_60.png
188844;Marc Valiente;Marc Valiente Hernández;33;Spain;69;69;Real Sporting de Gijón;500000;5000;LB;https://cdn.sofifa.com/players/188/844/21_60.png
246444;T. Iwata;Tomoki Iwata;23;Japan;69;75;Oita Trinita;1300000;2000;CM;https://cdn.sofifa.com/players/246/444/21_60.png
232364;D. Chatziisaias;Dimitris Chatziisaias;27;Greece;69;71;Çaykur Rizespor;1100000;7000;CM;https://cdn.sofifa.com/players/232/364/21_60.png
214700;M. Navarrete;Matías Navarrete;28;Chile;69;70;Unión La Calera;1000000;2000;RWB;https://cdn.sofifa.com/players/214/700/21_60.png
237739;R. Shindo;Ryosuke Shindo;24;Japan;69;73;Hokkaido Consadole Sapporo;1200000;3000;CB;https://cdn.sofifa.com/players/237/739/21_60.png
232875;D. Nishi;Daigo Nishi;32;Japan;69;69;Vissel Kobe;825000;5000;CF;https://cdn.sofifa.com/players/232/875/21_60.png
242602;J. Vagnoman;Josha Vagnoman;19;Germany;69;85;Hamburger SV;2100000;3000;GK;https://cdn.sofifa.com/players/242/602/21_60.png
197376;C. Fandrich;Clemens Fandrich;29;Germany;69;69;FC Erzgebirge Aue;1000000;5000;CB;https://cdn.sofifa.com/players/197/376/21_60.png
227584;D. Melnjak;Dario Melnjak;27;Croatia;69;70;Çaykur Rizespor;1000000;7000;RB;https://cdn.sofifa.com/players/227/584/21_60.png
230912;P. Ghiglione;Paolo Ghiglione;23;Italy;69;78;Genoa;1600000;7000;CAM;https://cdn.sofifa.com/players/230/912/21_60.png
167936;J. Sorbon;Jérémy Sorbon;36;France;69;69;En Avant de Guingamp;210000;3000;RB;https://cdn.sofifa.com/players/167/936/21_60.png
198145;S. Araujo;Sergio Araujo;28;Argentina;69;69;UD Las Palmas;1100000;6000;CAM;https://cdn.sofifa.com/players/198/145/21_60.png
199169;K. Mokotjo;Kamohelo Mokotjo;29;South Africa;69;69;FC Cincinnati;1000000;4000;CAM;https://cdn.sofifa.com/players/199/169/21_60.png
228614;G. Holtmann;Gerrit Holtmann;25;Germany;69;72;VfL Bochum 1848;1300000;9000;CAM;https://cdn.sofifa.com/players/228/614/21_60.png
230918;T. Chalobah;Trevoh Chalobah;20;England;69;80;FC Lorient;1700000;9000;LM;https://cdn.sofifa.com/players/230/918/21_60.png
237574;S. Tetteh;Samuel Tetteh;23;Ghana;69;74;New York Red Bulls;1400000;4000;ST;https://cdn.sofifa.com/players/237/574/21_60.png
241670;F. Bradarić;Filip Bradarić;28;Croatia;69;69;Cagliari;1000000;15000;ST;https://cdn.sofifa.com/players/241/670/21_60.png
244017;M. Asselah;Malik Asselah;33;Algeria;69;69;Al Hazem;575000;8000;CB;https://cdn.sofifa.com/players/244/017/21_60.png
242737;E. Aguilar;Elías Aguilar;28;Costa Rica;69;69;Incheon United FC;1100000;3000;CDM;https://cdn.sofifa.com/players/242/737/21_60.png
222513;R. Aarons;Rolando Aarons;24;England;69;73;Newcastle United;1400000;15000;ST;https://cdn.sofifa.com/players/222/513/21_60.png
234032;Lluis López;Lluis López Marmol;23;Spain;69;79;RCD Espanyol;1500000;4000;CM;https://cdn.sofifa.com/players/234/032/21_60.png
228144;Jorge Pombo;Jorge Marcos Pombo Escobar;26;Spain;69;72;Cádiz CF;1300000;14000;CDM;https://cdn.sofifa.com/players/228/144/21_60.png
192559;G. Nauber;Gerrit Nauber;28;Germany;69;70;SV Sandhausen;1000000;4000;CAM;https://cdn.sofifa.com/players/192/559/21_60.png
204847;T. Kane;Todd Kane;26;England;69;70;Queens Park Rangers;1100000;5000;LM;https://cdn.sofifa.com/players/204/847/21_60.png
252084;Marcos André;Marcos André de Sousa Mendonça;23;Brazil;69;77;Real Valladolid CF;1600000;9000;CB;https://cdn.sofifa.com/players/252/084/21_60.png
251438;Nuno Santos;Nuno Miguel Valente Santos;21;Portugal;69;79;Boavista FC;1600000;3000;ST;https://cdn.sofifa.com/players/251/438/21_60.png
248878;L. Kilian;Luca Kilian;20;Germany;69;79;1. FSV Mainz 05;1600000;8000;CAM;https://cdn.sofifa.com/players/248/878/21_60.png
247854;M. El Hacen;Moctar El Hacen;22;Mauritania;69;79;CD Lugo;1700000;4000;RM;https://cdn.sofifa.com/players/247/854/21_60.png
238126;Guridi;Jon Guridi Aldalur;25;Spain;69;74;Real Sociedad;1400000;12000;CDM;https://cdn.sofifa.com/players/238/126/21_60.png
217646;S. Nishikawa;Shusaku Nishikawa;34;Japan;69;69;Urawa Red Diamonds;450000;5000;CAM;https://cdn.sofifa.com/players/217/646/21_60.png
214318;N. Orellana;Nicolás Orellana;24;Chile;69;72;Audax Italiano;1300000;3000;CB;https://cdn.sofifa.com/players/214/318/21_60.png
204846;J. Blackman;Jamal Blackman;26;England;69;72;Rotherham United;950000;15000;CAM;https://cdn.sofifa.com/players/204/846/21_60.png
197678;A. Ahamada;Ali Ahamada;28;Comoros;69;71;SK Brann;925000;2000;ST;https://cdn.sofifa.com/players/197/678/21_60.png
229677;F. Bambock;Franck Bambock;25;France;69;73;Clube Sport Marítimo;1200000;5000;CM;https://cdn.sofifa.com/players/229/677/21_60.png
224813;K. Saief;Kenneth Saief;26;United States;69;70;Lechia Gdańsk;1200000;6000;CB;https://cdn.sofifa.com/players/224/813/21_60.png
224045;Juan Muñoz;Juan Muñoz Muñoz;24;Spain;69;74;CD Leganés;1400000;6000;RM;https://cdn.sofifa.com/players/224/045/21_60.png
200754;T. Ciğerci;Tolga Ciğerci;28;Turkey;69;69;Fenerbahçe SK;1000000;27000;GK;https://cdn.sofifa.com/players/200/754/21_60.png
223794;P. Schobesberger;Philipp Schobesberger;26;Austria;69;70;SK Rapid Wien;1200000;14000;CDM;https://cdn.sofifa.com/players/223/794/21_60.png
172850;R. Leeuwin;Ramon Leeuwin;32;Netherlands;69;69;AZ Alkmaar;675000;5000;RB;https://cdn.sofifa.com/players/172/850/21_60.png
171574;Santamaría;Roberto Santamaría Ciprián;35;Spain;69;69;UD Logroñés;275000;2000;ST;https://cdn.sofifa.com/players/171/574/21_60.png
190982;Alberto Perea;Alberto Perea Correoso;29;Spain;69;69;Cádiz CF;1000000;14000;RB;https://cdn.sofifa.com/players/190/982/21_60.png
201991;Erik Morán;Erik Morán Arribas;29;Spain;69;69;SD Ponferradina;900000;5000;GK;https://cdn.sofifa.com/players/201/991/21_60.png
210951;E. Flores;Edison Flores;26;Peru;69;71;DC United;1300000;4000;LB;https://cdn.sofifa.com/players/210/951/21_60.png
246279;Iván Martos;Iván Martos Campillo;23;Spain;69;76;Rayo Vallecano;1300000;3000;CB;https://cdn.sofifa.com/players/246/279/21_60.png
186887;A. Jansen;Anco Jansen;31;Netherlands;69;69;FC Emmen;950000;4000;CDM;https://cdn.sofifa.com/players/186/887/21_60.png
215048;J. Burrai;Javier Burrai;29;Argentina;69;69;Barcelona Sporting Club;750000;500;CB;https://cdn.sofifa.com/players/215/048/21_60.png
229896;Jordi Calavera;Jordi Calavera Espinach;24;Spain;69;74;Girona FC;1200000;4000;RM;https://cdn.sofifa.com/players/229/896/21_60.png
237994;N. Barrios;Nahuel Barrios;22;Argentina;69;77;Central Córdoba;1500000;5000;CM;https://cdn.sofifa.com/players/237/994/21_60.png
214326;C. Vilches;Christian Vilches;36;Chile;69;69;Unión La Calera;210000;1000;CB;https://cdn.sofifa.com/players/214/326/21_60.png
246066;O. Ribera;Oscar Ribera;28;Bolivia;69;69;Club Bolívar;900000;500;LB;https://cdn.sofifa.com/players/246/066/21_60.png
208949;N. Al Abed;Nawaf Al Abed;30;Saudi Arabia;69;69;Al Hilal;1000000;17000;CAM;https://cdn.sofifa.com/players/208/949/21_60.png
208437;M. Eriksson;Magnus Eriksson;30;Sweden;69;69;Djurgårdens IF;1000000;4000;GK;https://cdn.sofifa.com/players/208/437/21_60.png
230196;Anselmo Meirás;Anselmo Túlio Meirás Abrão;24;Brazil;69;69;Bahia;1000000;5000;CB;https://cdn.sofifa.com/players/230/196/21_60.png
159028;M. Silvestre;Matías Silvestre;35;Argentina;69;69;Royal Excel Mouscron;325000;4000;CF;https://cdn.sofifa.com/players/159/028/21_60.png
218164;F. Oviedo;Fidencio Oviedo;33;Paraguay;69;69;Club Bolívar;500000;500;CB;https://cdn.sofifa.com/players/218/164/21_60.png
229683;Rodrigo Pinho;Rodrigo Cunha Pereira de Pinho;29;Brazil;69;69;Clube Sport Marítimo;1100000;6000;LM;https://cdn.sofifa.com/players/229/683/21_60.png
216627;K. Moore;Kieffer Moore;27;Wales;69;69;Cardiff City;1100000;15000;LM;https://cdn.sofifa.com/players/216/627/21_60.png
214835;R. Fernández;Ronnie Fernández;29;Chile;69;69;Al Fayha;1100000;12000;LB;https://cdn.sofifa.com/players/214/835/21_60.png
238516;L. Østigård;Leo Østigård;20;Norway;69;80;Coventry City;1700000;13000;LWB;https://cdn.sofifa.com/players/238/516/21_60.png
204412;G. Saville;George Saville;27;Northern Ireland;69;70;Middlesbrough;1200000;9000;GK;https://cdn.sofifa.com/players/204/412/21_60.png
204213;I. Latovlevici;Iasmin Latovlevici;34;Romania;69;69;CFR Cluj;375000;7000;LB;https://cdn.sofifa.com/players/204/213/21_60.png
232081;R. Laryea;Richie Laryea;25;Canada;69;74;Toronto FC;1200000;4000;RB;https://cdn.sofifa.com/players/232/081/21_60.png
211089;T. Peyre;Thibaut Peyre;27;France;69;71;KV Mechelen;1100000;7000;GK;https://cdn.sofifa.com/players/211/089/21_60.png
210833;R. Improta;Riccardo Improta;26;Italy;69;70;Benevento;1200000;9000;RM;https://cdn.sofifa.com/players/210/833/21_60.png
253328;C. Arboleda;Carlos Arboleda;28;Ecuador;69;69;SD Aucas;1100000;500;ST;https://cdn.sofifa.com/players/253/328/21_60.png
225168;V. Jacob;Valentin Jacob;26;France;69;72;Chamois Niortais Football Club;1300000;4000;LB;https://cdn.sofifa.com/players/225/168/21_60.png
199568;K. Lamprou;Konstantinos Lamprou;28;Greece;69;69;RKC Waalwijk;775000;3000;CM;https://cdn.sofifa.com/players/199/568/21_60.png
238479;Renê Santos;Renê Ferreira dos Santos;28;Brazil;69;70;Clube Sport Marítimo;1000000;5000;CAM;https://cdn.sofifa.com/players/238/479/21_60.png
236943;A. Chalá;Aníbal Chalá;24;Ecuador;69;76;Dijon FCO;1300000;6000;CB;https://cdn.sofifa.com/players/236/943/21_60.png
220815;J. Narváez;Juan José Narváez;25;Colombia;69;74;Real Zaragoza;1400000;6000;CDM;https://cdn.sofifa.com/players/220/815/21_60.png
212879;S. Michel;Sven Michel;29;Germany;69;69;SC Paderborn 07;1100000;11000;GK;https://cdn.sofifa.com/players/212/879/21_60.png
201103;Diego Rigonato;Diego Rigonato Rodrigues;32;Brazil;69;69;Deportivo Toluca;825000;10000;LM;https://cdn.sofifa.com/players/201/103/21_60.png
258958;O. Filippov;Oleksandr Filippov;27;Ukraine;69;69;Sint-Truidense VV;1100000;8000;CM;https://cdn.sofifa.com/players/258/958/21_60.png
234894;E. Bohinen;Emil Bohinen;21;Norway;69;80;Stabæk Fotball;1800000;2000;CAM;https://cdn.sofifa.com/players/234/894/21_60.png
190093;Dani Castellano;Daniel Castellano Betancor;32;Spain;69;69;UD Las Palmas;650000;5000;ST;https://cdn.sofifa.com/players/190/093/21_60.png
238989;R. Rep;Rajko Rep;30;Slovenia;69;69;TSV Hartberg;1000000;5000;CDM;https://cdn.sofifa.com/players/238/989/21_60.png
237453;A. Onaiwu;Ado Onaiwu;24;Japan;69;73;Yokohama F. Marinos;1400000;6000;LM;https://cdn.sofifa.com/players/237/453/21_60.png
214929;Francisco Varela;Francisco Varela Martín;25;Spain;69;74;Os Belenenses;1200000;3000;CDM;https://cdn.sofifa.com/players/214/929/21_60.png
232849;R. Ogawa;Ryoya Ogawa;23;Japan;69;75;FC Tokyo;1300000;4000;CB;https://cdn.sofifa.com/players/232/849/21_60.png
194956;Edgar Costa;José Edgar Andrade da Costa;33;Portugal;69;69;Clube Sport Marítimo;650000;5000;CAM;https://cdn.sofifa.com/players/194/956/21_60.png
234129;D. Sinik;Doğukan Sinik;21;Turkey;69;77;Antalyaspor;1600000;6000;CB;https://cdn.sofifa.com/players/234/129/21_60.png
229270;M. Lemos;Mauricio Lemos;24;Uruguay;69;73;Fenerbahçe SK;1200000;20000;CB;https://cdn.sofifa.com/players/229/270/21_60.png
228245;M. Wanitzek;Marvin Wanitzek;27;Germany;69;70;Karlsruher SC;1200000;7000;RW;https://cdn.sofifa.com/players/228/245/21_60.png
219285;B. Beckeles;Brayan Beckeles;34;Honduras;69;69;Nashville SC;375000;4000;CAM;https://cdn.sofifa.com/players/219/285/21_60.png
214933;D. Rodríguez;Diego Rodríguez;31;Argentina;69;69;Elche CF;675000;7000;CAM;https://cdn.sofifa.com/players/214/933/21_60.png
247188;Víctor Ruiz;Víctor Ruiz Abril;26;Spain;69;72;FC St. Gallen;1300000;8000;RB;https://cdn.sofifa.com/players/247/188/21_60.png
242324;G. Robail;Gaëtan Robail;26;France;69;70;En Avant de Guingamp;1200000;5000;GK;https://cdn.sofifa.com/players/242/324/21_60.png
232852;T. Yonemoto;Takuji Yonemoto;29;Japan;69;69;Nagoya Grampus;900000;3000;CDM;https://cdn.sofifa.com/players/232/852/21_60.png
241811;Sergio Gómez;Sergio Gómez Martín;19;Spain;69;85;SD Huesca;2300000;6000;ST;https://cdn.sofifa.com/players/241/811/21_60.png
239763;E. Zhegrova;Edon Zhegrova;21;Kosovo;69;78;FC Basel 1893;1600000;6000;LB;https://cdn.sofifa.com/players/239/763/21_60.png
183442;J. Henry;James Henry;31;England;69;69;Oxford United;925000;6000;ST;https://cdn.sofifa.com/players/183/442/21_60.png
239250;Abel Ruiz;Abel Ruiz Ortega;20;Spain;69;83;SC Braga;2300000;6000;CB;https://cdn.sofifa.com/players/239/250/21_60.png
226706;Felipe Pires;Felipe Augusto Rodrigues Pires;25;Brazil;69;72;Moreirense FC;1300000;6000;CAM;https://cdn.sofifa.com/players/226/706/21_60.png
224146;Jesús Imaz;Jesús Imaz Ballesté;29;Spain;69;69;Jagiellonia Białystok;1000000;6000;CM;https://cdn.sofifa.com/players/224/146/21_60.png
244625;Pipa;Gonzalo Ávila Gordón;22;Spain;69;77;Huddersfield Town;1500000;12000;ST;https://cdn.sofifa.com/players/244/625/21_60.png
240273;E. Smith Rowe;Emile Smith Rowe;19;England;69;85;Arsenal;2300000;18000;GK;https://cdn.sofifa.com/players/240/273/21_60.png
220045;C. Mahoney;Connor Mahoney;23;England;69;76;Millwall;1500000;7000;RB;https://cdn.sofifa.com/players/220/045/21_60.png
254347;A. Ramúa;Alfredo Ramúa;33;Argentina;69;69;Cusco FC;650000;500;LM;https://cdn.sofifa.com/players/254/347/21_60.png
243862;J. Igbekeme;James Igbekeme;24;Nigeria;69;74;Real Zaragoza;1400000;5000;CM;https://cdn.sofifa.com/players/243/862/21_60.png
235002;L. Rosić;Lazar Rosić;27;Serbia;69;72;Moreirense FC;1100000;6000;CDM;https://cdn.sofifa.com/players/235/002/21_60.png
199674;Jorge Teixeira;Jorge Filipe Avelino Teixeira;33;Portugal;69;69;Sint-Truidense VV;500000;7000;GK;https://cdn.sofifa.com/players/199/674/21_60.png
246265;Richardson;Richardson dos Santos;28;Brazil;69;69;Kashiwa Reysol;925000;5000;RWB;https://cdn.sofifa.com/players/246/265/21_60.png
239097;D. Srbeny;Dennis Srbeny;26;Germany;69;72;SC Paderborn 07;1300000;11000;LB;https://cdn.sofifa.com/players/239/097/21_60.png
235513;S. Ganvoula;Silvère Ganvoula;24;Congo;69;74;VfL Bochum 1848;1400000;9000;CAM;https://cdn.sofifa.com/players/235/513/21_60.png
